date,high,low,open,close,adjust,volume,symbol
10-12-14,8.9,8.5,8.5,8.8,7.54,174020,VIS
11-12-14,8.9,8.5,8.7,8.8,7.54,45440,VIS
12-12-14,8.8,8.7,8.7,8.8,7.54,35730,VIS
15-12-14,8.8,8.6,8.8,8.8,7.54,81760,VIS
16-12-14,8.7,8.5,8.5,8.6,7.37,90710,VIS
17-12-14,8.8,8,8.7,8.2,7.03,143270,VIS
18-12-14,8.6,8.2,8.3,8.5,7.28,43260,VIS
19-12-14,8.5,8,8.4,8,6.86,129150,VIS
22-12-14,8.3,7.9,8.3,8.1,6.94,135480,VIS
23-12-14,8.4,8.1,8.1,8.4,7.2,36840,VIS
24-12-14,8.5,8.1,8.3,8.5,7.28,178090,VIS
25-12-14,8.5,8.3,8.4,8.5,7.28,271430,VIS
26-12-14,8.5,8.3,8.5,8.4,7.2,26860,VIS
29-12-14,8.4,8.1,8.4,8.1,6.94,49500,VIS
30-12-14,8.4,7.8,8.2,8.4,7.2,433580,VIS
31-12-14,8.8,8.3,8.4,8.5,7.28,18310,VIS
05-01-15,8.6,8.2,8.6,8.5,7.28,60730,VIS
06-01-15,8.7,8.3,8.4,8.7,7.46,92490,VIS
07-01-15,8.8,8.6,8.8,8.7,7.46,102690,VIS
08-01-15,8.7,8.5,8.6,8.5,7.28,73710,VIS
09-01-15,8.7,8.5,8.5,8.7,7.46,101690,VIS
12-01-15,8.8,8.4,8.8,8.7,7.46,85280,VIS
13-01-15,8.6,8.3,8.5,8.6,7.37,39400,VIS
14-01-15,8.6,8.4,8.4,8.6,7.37,13830,VIS
15-01-15,8.6,8.4,8.5,8.6,7.37,27970,VIS
16-01-15,8.6,8.4,8.4,8.4,7.2,48340,VIS
19-01-15,8.5,8.3,8.4,8.5,7.28,63220,VIS
20-01-15,8.6,8.3,8.3,8.5,7.28,16680,VIS
21-01-15,9,8.9,9,9,7.71,1010690,VIS
22-01-15,9.1,8.9,9.1,9.1,7.8,215620,VIS
23-01-15,9.2,8.7,9.1,8.7,7.46,87990,VIS
26-01-15,8.9,8.6,8.7,8.9,7.63,169010,VIS
27-01-15,8.9,8.5,8.9,8.5,7.28,124840,VIS
28-01-15,8.7,8.4,8.5,8.4,7.2,78050,VIS
29-01-15,8.5,8.3,8.4,8.4,7.2,52570,VIS
30-01-15,8.4,8.2,8.3,8.3,7.11,172440,VIS
02-02-15,8.5,8.1,8.5,8.1,6.94,65270,VIS
03-02-15,8.3,8.1,8.1,8.1,6.94,57780,VIS
04-02-15,8.2,7.9,8.2,7.9,6.77,51880,VIS
05-02-15,8.1,7.8,7.9,8.1,6.94,11350,VIS
06-02-15,8.2,7.9,8.2,8.1,6.94,25210,VIS
09-02-15,8.2,7.9,8.2,7.9,6.77,200650,VIS
10-02-15,8,7.8,7.9,8,6.86,95820,VIS
